,tsne1,tsn2
599,20.67778,11.331468
600,-66.53914,28.135431
601,-59.46821,35.062637
602,-75.06838,32.456673
603,12.735188,-41.39818
604,-7.4807215,47.953945
605,24.774382,12.910869
606,-34.778187,4.5662656
607,25.328094,52.0938
608,54.882553,-25.554218
609,32.44826,21.145021
610,56.993362,-14.456268
611,-48.25464,-28.795713
612,35.772537,-22.857859
613,26.235716,1.84903
614,-15.42267,-41.372707
615,63.112297,-51.113
616,26.02495,-34.333584
617,43.8757,-58.781506
618,-37.485573,7.5940537
619,-46.341656,-42.16614
620,-9.45955,29.941017
621,-2.8506577,-9.199469
622,23.665775,-24.748093
623,27.243212,-10.110274
624,35.747406,-9.34698
625,38.650227,-31.042425
626,-51.432346,49.972954
627,-6.104663,-33.293507
628,-26.611603,-0.6266444
629,44.356007,14.458317
630,-83.68399,12.443707
631,-3.5871356,4.8165364
632,56.48241,45.41214
633,46.15947,13.526982
634,-36.421745,50.412083
635,38.65021,-31.042429
636,79.68514,18.772057
637,14.664448,4.4161
638,-41.88807,-9.284933
639,-49.630787,-47.22701
640,32.356953,80.967514
641,36.234455,11.774873
642,-3.8593779,55.17512
643,-52.293346,-25.197218
644,34.48251,-4.3793154
645,77.51793,10.628358
646,20.66828,11.332511
647,33.258823,49.688667
648,-65.21078,6.525735
649,-63.57845,-43.477993
650,11.569121,12.315319
651,62.89887,-22.703358
652,13.700014,-52.798687
653,37.80907,14.501869
654,-12.796591,16.696373
655,-39.689785,14.2728405
656,-26.319624,15.2311735
657,60.05136,-36.04235
658,-15.906823,23.836628
659,37.78247,14.491658
660,15.308108,24.066683
661,-26.453712,-24.08159
662,-33.319374,12.525157
663,-65.02687,-2.2725022
664,5.44209,-28.878408
665,-12.796591,16.696373
666,-33.618164,70.320015
667,-41.463547,-36.33716
668,-19.468235,19.984058
669,49.906563,-42.300953
670,36.425198,-25.887726
671,-35.095093,26.346743
672,-23.336226,29.494875
673,-36.0952,28.52202
674,-0.0140048405,-78.24393
675,23.108664,-19.347904
676,-51.717163,-25.78001
677,8.224784,84.89427
678,21.364456,74.15003
679,-27.874018,-55.55363
680,-42.202667,9.120458
681,25.328106,52.09382
682,-35.51757,41.49512
683,4.251307,14.63005
684,60.051422,-36.042225
685,-63.181202,-15.974979
686,11.505013,-31.901215
687,-5.772016,13.286676
688,-6.517348,-67.12266
689,10.53478,34.044975
690,-28.97149,45.26448
691,-64.45112,22.274733
692,-65.03721,-2.2859707
693,38.330677,-16.437935
694,50.72391,-18.75104
695,34.30703,2.5264819
696,54.239803,63.665688
697,-31.139921,-43.71843
698,23.760052,-34.20317
699,6.506167,-8.046054
700,-44.28905,33.06906
701,-18.011007,-42.398235
702,11.567549,12.31231
703,-83.66607,12.477956
704,54.676796,-24.546354
705,56.983032,-15.40311
706,6.95605,4.030369
707,-22.114647,-31.066875
708,-64.04527,51.1295
709,8.145313,-36.515194
710,82.52267,-1.4220037
711,65.31121,12.614821
712,39.036354,-37.68817
713,-41.986053,58.83359
714,-1.9721779,-71.35279
715,-65.09316,-2.3874264
716,71.588104,-13.675345
717,-30.889637,35.294247
718,-37.48557,7.5940557
719,-70.8738,4.769729
720,55.736927,9.174691
721,-23.333733,68.734406
722,56.88794,12.793526
723,-22.114647,-31.066875
724,-60.87622,-19.712234
725,59.12043,-42.88789
726,6.8030443,-10.764791
727,50.93673,52.669308
728,-14.174936,38.87158
729,63.229076,43.0868
730,28.256891,8.112525
731,20.171722,-52.991676
732,-61.38096,61.19974
733,-9.490335,23.974995
734,-11.647948,-4.8938594
735,-3.182776,1.890126
736,70.496895,45.988773
737,-16.315697,1.3811885
738,58.928467,-55.85492
739,-51.32324,5.731531
740,25.956648,69.854935
741,-5.128192,14.052345
742,51.268673,19.699636
743,-3.0668788,-7.966148
744,-13.747289,79.27899
745,-30.363655,5.453895
746,-78.892365,4.578639
747,-10.161574,56.548416
748,-53.805187,-23.876444
749,9.706705,-65.330055
750,49.146126,7.1010776
751,30.96105,-78.57742
752,24.086933,-65.45095
753,-22.114647,-31.066875
754,-19.467154,41.031822
755,-30.16652,-10.348691
756,63.7873,21.972725
757,-45.115913,-4.5982113
758,33.50818,-4.456434
759,-50.80275,-2.2867742
760,34.304848,2.5285275
761,7.544021,0.18663494
762,-18.615023,21.204977
763,52.721367,-30.657398
764,7.1882935,-74.68078
765,30.455841,57.935745
766,63.34909,12.512024
767,26.165258,-62.430855
768,25.332798,18.49306
769,16.61782,-6.2066865
770,2.4677062,30.508146
771,72.65123,40.523285
772,-73.07937,25.93322
773,12.629608,-36.355816
774,-54.405296,62.762577
775,-48.56824,20.276049
776,-83.68432,12.443641
777,-1.6758146,-51.446365
778,20.523037,-28.75032
779,61.3096,-53.29441
780,-15.874212,0.2117595
781,-3.182776,1.890126
782,23.215897,-18.363855
783,-67.29534,12.168686
784,-57.80757,-9.981537
785,-11.299862,-7.4719605
786,-42.268684,8.972712
787,-47.71905,-67.70816
788,-37.736034,41.441376
789,59.002373,47.70861
790,-36.96163,77.658455
791,-83.66626,12.477864
792,-43.278603,46.428326
793,12.845761,50.270172
794,43.62681,-26.881264
795,-10.814465,-3.2198005
796,69.91171,14.667076
797,-66.06736,-21.52728
798,5.5060678,-44.037724
799,-56.89584,55.58233
800,13.06709,45.107883
801,-3.8072789,-25.352163
802,2.869197,73.496635
803,42.93797,42.447113
804,-41.266937,-30.610771
805,-31.140316,-43.71803
806,9.765004,-65.32389
807,-30.843943,0.4813854
808,28.686552,-11.991594
809,16.660175,85.115326
810,-69.78742,20.314404
811,9.712829,-65.329796
812,-19.083673,-10.436084
813,-22.114647,-31.066875
814,63.423042,-23.384283
815,-12.763085,27.202934
816,-10.814465,-3.2198005
817,2.0747163,67.87496
818,-23.68436,-23.146372
819,30.455805,57.935715
820,27.707144,22.061857
821,-53.1917,-24.370789
822,25.791037,-39.34607
823,-27.874018,-55.55363
824,27.084635,1.9071587
825,35.92115,-23.765276
826,-7.1804767,-75.39219
827,46.880688,68.92247
828,11.585698,12.0505905
829,11.029834,59.602016
830,-25.958431,-0.16293588
831,50.384064,40.663918
832,-17.46911,56.981075
833,74.53533,-2.8207264
834,-2.8311863,-25.80708
835,-27.18497,-65.73863
836,35.977177,48.333584
837,79.68514,18.772057
838,10.53478,34.044975
839,15.63428,71.095695
840,-44.580048,-34.389637
841,-33.66721,-21.429995
842,-14.915864,-22.787758
843,29.618849,69.95904
844,-51.804176,-13.015367
845,33.85299,1.75823
846,-11.299638,-7.471789
847,-10.86131,-33.531902
848,-18.14117,-57.374023
849,17.21837,-14.68646
850,-16.137259,-0.9416038
851,9.066435,2.3793676
852,-74.117325,-7.9772882
853,-16.137259,-0.9416038
854,-51.804176,-13.015367
855,-51.322117,5.7324924
856,-50.504906,29.095348
857,35.215588,62.006897
858,-62.092655,-10.449182
859,-1.4006935,-46.599483
860,-60.230927,25.995
861,26.601568,76.62394
862,-44.8072,-22.509031
863,82.27497,-19.327822
864,35.215584,62.00689
865,-26.05826,16.277536
866,-67.29534,12.168686
867,-0.013954498,-78.24402
868,-18.05908,-59.764835
869,3.4614186,41.747215
870,-38.3199,-47.20649
871,-3.5871356,4.8165364
872,-36.422653,50.40875
873,42.840862,-46.265617
874,-28.968369,16.839243
875,9.681475,34.277393
876,58.175713,47.266094
877,55.529392,38.522224
878,-26.319624,15.2311735
879,64.316345,29.908266
880,58.85178,-0.68441314
881,33.553913,-44.29035
882,-17.267742,-70.62069
883,20.661167,11.328534
884,-13.873534,1.7073858
885,71.09028,33.512188
886,-66.82635,-30.429483
887,-18.310179,57.06656
888,74.53533,-2.8207264
889,-21.410267,-17.96122
890,21.788197,23.392902
891,2.1086202,10.634885
892,-66.0606,-21.527124
893,-59.46821,35.062637
894,-8.128504,-75.15291
895,7.544021,0.18663494
896,-85.39376,-7.525136
897,-44.220814,38.37697
898,-80.29578,-13.755242
899,-14.915864,-22.787758
900,-0.52199024,62.35099
901,-35.74364,-37.887367
902,-80.91078,27.507349
903,55.97204,7.0358343
904,-12.763084,27.202923
905,-50.504906,29.095348
906,-5.95528,3.0204124
907,20.977665,-45.71683
908,-0.014011605,-78.2439
909,-21.817654,-28.752426
910,-15.422679,-41.372814
911,-16.404785,34.911488
912,15.304347,-13.152257
913,76.02439,-34.390278
914,39.51506,74.24484
915,52.72342,-30.656786
916,60.34256,-30.096628
917,20.881016,-0.42985865
918,-39.716354,24.8029
919,50.829273,-50.792816
920,-44.22313,-40.279545
921,8.133209,-8.210398
922,39.15458,-53.122284
923,24.086933,-65.45095
924,76.02439,-34.390278
925,-27.25814,53.324905
926,-44.091988,45.98761
927,57.750866,56.890877
928,-68.75863,8.364477
929,14.715703,-11.134518
930,16.267765,-14.1997385
931,-83.66607,12.477956
932,34.48251,-4.3793154
933,-16.66837,-69.7733
934,49.7513,-8.64534
935,-13.828579,79.40851
936,-55.67717,18.530085
937,-30.363571,5.4538293
938,-23.794065,15.406676
939,-78.892365,4.578639
940,70.68724,28.441225
941,-8.279781,30.563953
942,-73.22244,-11.226228
943,42.93797,42.447113
944,49.88462,52.343235
945,-10.522196,-37.714184
946,39.474735,6.4339547
947,52.410046,32.143497
948,-3.5871356,4.8165364
949,-60.90511,0.63152266
950,33.258823,49.688667
951,38.32044,-16.477434
952,78.220924,13.5089245
953,38.229473,-52.868023
954,32.9008,-45.229244
955,-2.34051,-38.11479
956,67.190346,-14.768558
957,63.03646,38.395763
958,43.039623,29.349905
959,79.68514,18.772057
960,5.816604,-56.16557
961,6.8030443,-10.764791
962,-5.95528,3.0204124
963,48.186672,27.241556
964,41.85219,64.049934
965,16.32215,-14.138173
966,4.161547,-11.520211
967,26.177172,-33.386574
968,-56.194424,19.33486
969,-6.4197145,-20.541058
970,5.5412693,-44.056602
971,12.735188,-41.398174
972,55.529404,38.52226
973,41.736603,25.258005
974,4.873647,-7.768968
975,39.036667,-37.687637
976,-19.135296,6.95941
977,-60.27775,-52.782745
978,-22.114647,-31.066875
979,49.297432,-7.714214
980,-48.421825,66.755646
981,58.928467,-55.85492
982,-49.988045,-40.934624
983,50.04826,-42.174263
984,-18.310179,57.06656
985,12.906423,77.360954
986,3.8580284,-69.70371
987,29.723011,-25.656641
988,54.239803,63.665688
989,31.026495,-24.526598
990,-46.587223,13.740542
991,69.93751,14.664595
992,21.156134,-9.018958
993,-74.97308,-23.63612
994,28.264593,-49.799976
995,63.036987,38.383224
996,-21.541788,-37.712875
997,-57.513264,44.66024
998,58.926094,-55.857624
999,-13.484122,17.237656
1000,18.2368,-2.7394068
1001,-18.282162,0.19877556
1002,42.98713,14.166452
1003,-18.709051,-9.580397
1004,20.044504,23.995743
1005,-13.8677025,79.46775
1006,-70.75572,-48.068897
1007,1.3434777,-55.52758
1008,-18.310179,57.06656
1009,-45.670193,-11.661661
1010,6.3579392,-20.49791
1011,-41.886307,27.41067
1012,-4.11836,3.4176407
1013,-1.9721829,-71.352745
1014,-48.421825,66.755646
1015,-21.817654,-28.752426
1016,-55.677174,18.530106
1017,-51.02326,26.758564
1018,20.523066,-28.750292
1019,-39.689785,14.2728405
1020,-51.02326,26.758564
1021,-13.483233,17.237988
1022,-33.618156,70.320076
1023,-28.781025,-45.988544
1024,-24.213644,62.46583
1025,-39.689785,14.2728405
1026,37.071606,20.765697
1027,-22.336107,35.659977
1028,-18.72862,46.889362
1029,20.636105,11.246445
1030,-3.5871356,4.8165364
1031,-56.720066,-25.813595
1032,-14.147182,31.083
1033,33.63504,14.976164
1034,6.8106685,2.6325972
1035,49.297432,-7.714214
1036,-35.28533,8.945912
1037,33.258823,49.688667
1038,-10.868214,-8.208973
1039,-19.843626,-7.689094
1040,-74.97308,-23.63612
1041,4.51466,-9.353787
1042,-39.689785,14.2728405
1043,-59.210777,35.983616
1044,-47.974255,-45.38033
1045,38.25169,8.260943
1046,-39.689785,14.2728405
1047,-27.25814,53.324905
1048,48.9844,-41.78004
1049,7.544021,0.18663494
1050,49.222473,-30.772156
1051,-3.0348306,36.07921
1052,-6.9689565,-44.429985
1053,-21.541788,-37.712875
